x,y
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.2773
5.97104,-2.27731
5.97104,-2.27731
5.97104,-2.27733
5.97104,-2.27735
5.97104,-2.27736
5.97104,-2.27735
5.97104,-2.2773
5.97104,-2.27725
5.97105,-2.27719
5.97105,-2.27715
5.97105,-2.27711
5.97105,-2.2771
5.97105,-2.27712
5.97105,-2.27714
5.97105,-2.27717
5.97104,-2.27722
5.97104,-2.27729
5.97103,-2.27734
5.97103,-2.27737
5.97103,-2.27737
5.97103,-2.27735
5.97104,-2.2773
5.97105,-2.27721
5.97107,-2.27711
5.97109,-2.277
5.97111,-2.2769
5.97113,-2.27683
5.97114,-2.27679
5.97114,-2.27678
5.97114,-2.2768
5.97114,-2.27683
5.97112,-2.27688
5.97111,-2.27694
5.97109,-2.277
5.97108,-2.27705
5.97107,-2.27709
5.97105,-2.27713
5.97104,-2.27716
5.97104,-2.27717
5.97103,-2.27718
5.97103,-2.27718
5.97103,-2.27717
5.97104,-2.27716
5.97104,-2.27714
5.97105,-2.27714
5.97105,-2.27713
5.97105,-2.27713
5.97105,-2.27712
5.97105,-2.27712
5.97105,-2.27713
5.97105,-2.27713
5.97104,-2.27714
5.97104,-2.27715
5.97102,-2.27718
5.97101,-2.27721
5.971,-2.27722
5.97099,-2.27724
5.97098,-2.27726
5.97097,-2.27727
5.97097,-2.27727
5.97097,-2.27727
5.97097,-2.27727
5.97097,-2.27726
5.97098,-2.27725
5.97098,-2.27725
5.97098,-2.27725
5.97098,-2.27725
5.97098,-2.27725
5.97097,-2.27726
5.97096,-2.27727
5.97095,-2.27729
5.97094,-2.2773
5.97094,-2.2773
5.97093,-2.27731
5.97092,-2.27732
5.97093,-2.27731
5.97094,-2.2773
5.97095,-2.27728
5.97097,-2.27726
5.97099,-2.27724
5.97102,-2.27721
5.97105,-2.27718
5.97108,-2.27715
5.97111,-2.27712
5.97113,-2.2771
5.97115,-2.27709
5.97115,-2.27709
5.97115,-2.27709
5.97113,-2.27711
5.97112,-2.27712
5.97109,-2.27714
5.97107,-2.27717
5.97103,-2.27719
5.971,-2.27722
5.97098,-2.27724
5.97096,-2.27725
5.97094,-2.27726
5.97093,-2.27727
5.97093,-2.27727
5.97093,-2.27727
5.97093,-2.27727
5.97094,-2.27726
5.97094,-2.27726
5.97093,-2.27726
5.97093,-2.27727
5.97092,-2.27727
5.97092,-2.27727
5.97092,-2.27727
5.97091,-2.27728
5.97089,-2.27729
5.97089,-2.27729
5.97089,-2.27729
5.97088,-2.27729
5.97088,-2.27729
5.97088,-2.27729
5.97087,-2.27729
5.97087,-2.2773
5.97085,-2.2773
5.97084,-2.27731
5.97082,-2.27732
5.97081,-2.27732
5.9708,-2.27733
5.97078,-2.27733
5.97077,-2.27734
5.97076,-2.27734
5.97075,-2.27734
5.97074,-2.27734
5.97076,-2.27734
5.97079,-2.27733
5.97082,-2.27732
5.97086,-2.2773
5.9709,-2.27729
5.97094,-2.27728
5.97099,-2.27726
5.97101,-2.27726
5.97104,-2.27725
5.97106,-2.27724
5.97107,-2.27724
5.97107,-2.27724
5.97106,-2.27725
5.97104,-2.27725
5.97103,-2.27725
5.97102,-2.27726
5.97101,-2.27726
5.97101,-2.27726
5.97102,-2.27726
5.97103,-2.27726
5.97104,-2.27725
5.97104,-2.27725
5.97105,-2.27725
5.97104,-2.27725
5.97103,-2.27725
5.97102,-2.27726
5.971,-2.27726
5.97098,-2.27727
5.97096,-2.27727
5.97093,-2.27727
5.97091,-2.27728
5.9709,-2.27728
5.97089,-2.27728
5.97088,-2.27728
5.97088,-2.27728
5.97088,-2.27728
5.9709,-2.27728
5.97095,-2.27727
5.97107,-2.27725
5.97126,-2.27722
5.9716,-2.27717
5.9721,-2.2771
5.97282,-2.277
5.97385,-2.27686
5.97523,-2.27667
5.97703,-2.27644
5.97927,-2.27616
5.98201,-2.27583
5.98527,-2.27544
5.9891,-2.275
5.99346,-2.27451
5.99837,-2.27397
6.00379,-2.27338
6.0097,-2.27276
6.01602,-2.2721
6.02279,-2.2714
6.02996,-2.27068
6.03751,-2.26993
6.04544,-2.26915
6.05375,-2.26834
6.06243,-2.26751
6.07146,-2.26666
6.0809,-2.26578
6.09078,-2.26487
6.10112,-2.26393
6.11187,-2.26298
6.12305,-2.26199
6.13471,-2.26099
6.14684,-2.25995
6.15937,-2.25889
6.17233,-2.25781
6.18575,-2.25672
6.20117,-2.25545
6.2138,-2.25447
6.22842,-2.25334
6.24342,-2.25221
6.25879,-2.25108
6.27452,-2.24995
6.29074,-2.24883
6.30729,-2.24772
6.32434,-2.24662
6.34172,-2.24555
6.35958,-2.2445
6.37791,-2.24347
6.39658,-2.24247
6.41568,-2.24149
6.43529,-2.24052
6.45536,-2.23957
6.47567,-2.23863
6.49641,-2.23769
6.51736,-2.23675
6.53856,-2.2358
6.55983,-2.23484
6.58114,-2.23386
6.60224,-2.23289
6.62324,-2.23194
6.64392,-2.23103
6.66429,-2.23018
6.68425,-2.22941
6.70374,-2.22871
6.72297,-2.22808
6.74157,-2.22754
6.75981,-2.22705
6.77763,-2.22662
6.79507,-2.22625
6.81213,-2.22594
6.82881,-2.22569
6.84499,-2.22551
6.86077,-2.22538
6.87866,-2.22521
6.89113,-2.22529
6.90566,-2.22533
6.91983,-2.2254
6.9336,-2.22551
6.94689,-2.22566
6.95982,-2.22584
6.9724,-2.22604
6.98465,-2.22627
6.99649,-2.22652
7.00796,-2.22679
7.01908,-2.22707
7.0299,-2.22737
7.04035,-2.22768
7.05056,-2.22801
7.06035,-2.22835
7.06986,-2.22871
7.07913,-2.22908
7.08805,-2.22946
7.09678,-2.22985
7.10519,-2.23026
7.11339,-2.23067
7.12133,-2.23109
7.12903,-2.23153
7.13651,-2.23197
7.14378,-2.23242
7.15082,-2.23288
7.15765,-2.23334
7.16428,-2.23382
7.17067,-2.2343
7.17688,-2.23478
7.18292,-2.23528
7.18878,-2.23578
7.19445,-2.23628
7.19996,-2.23679
7.2053,-2.23731
7.21051,-2.23783
7.21554,-2.23835
7.22041,-2.23888
7.22512,-2.23941
7.22969,-2.23994
7.23416,-2.24047
7.23843,-2.241
7.24262,-2.24154
7.24669,-2.24208
7.25065,-2.24262
7.25446,-2.24316
7.25818,-2.24371
7.26181,-2.24426
7.26533,-2.24481
7.26875,-2.24537
7.27208,-2.24593
7.27531,-2.24648
7.27842,-2.24704
7.28143,-2.24759
7.28434,-2.24814
7.28715,-2.24869
7.28988,-2.24923
7.29253,-2.24978
7.29509,-2.25031
7.29758,-2.25085
7.30001,-2.25139
7.30236,-2.25192
7.30469,-2.25246
7.30697,-2.25299
7.30918,-2.25353
7.31132,-2.25406
7.3134,-2.25459
7.31541,-2.25511
7.31737,-2.25564
7.31926,-2.25616
7.32108,-2.25667
7.32286,-2.25719
7.32455,-2.25769
7.32618,-2.2582
7.32776,-2.2587
7.3293,-2.25919
7.3308,-2.25969
7.33225,-2.26018
7.33365,-2.26067
7.335,-2.26115
7.33631,-2.26163
7.33758,-2.26211
7.3388,-2.26258
7.33999,-2.26304
7.34114,-2.26351
7.34225,-2.26397
7.34333,-2.26442
7.34439,-2.26487
7.34543,-2.26532
7.34644,-2.26577
7.34742,-2.26621
7.34839,-2.26665
7.34933,-2.26708
7.35024,-2.26751
7.35112,-2.26793
7.35206,-2.26836
7.35277,-2.26875
7.35354,-2.26915
7.35428,-2.26953
7.355,-2.26991
7.3557,-2.27028
7.35639,-2.27063
7.35704,-2.27098
7.35768,-2.27133
7.3583,-2.27166
7.35891,-2.27199
7.35951,-2.27231
7.36008,-2.27262
7.36065,-2.27293
7.36119,-2.27323
7.36171,-2.27353
7.3622,-2.27382
7.36266,-2.2741
7.36309,-2.27437
7.36349,-2.27464
7.36386,-2.2749
7.3642,-2.27516
7.36452,-2.27541
7.36481,-2.27565
7.36508,-2.27589
7.36532,-2.27612
7.36555,-2.27634
7.36576,-2.27657
7.36596,-2.27678
7.36615,-2.277
7.36633,-2.27721
7.3665,-2.27741
7.36666,-2.27762
7.36682,-2.27782
7.36697,-2.27801
7.3671,-2.2782
7.36722,-2.27839
7.36731,-2.27857
7.36738,-2.27875
7.36742,-2.27893
7.36742,-2.2791
7.36738,-2.27926
7.36731,-2.27942
7.36721,-2.27958
7.36708,-2.27973
7.36691,-2.27988
7.36673,-2.28003
7.36653,-2.28017
7.36633,-2.28031
7.36612,-2.28044
7.36591,-2.28058
7.36571,-2.28071
7.36551,-2.28084
7.36531,-2.28097
7.36511,-2.2811
7.36492,-2.28122
7.36473,-2.28135
7.36454,-2.28147
7.36435,-2.28159
7.36417,-2.28171
7.36399,-2.28182
7.36381,-2.28194
7.36364,-2.28205
7.36347,-2.28216
7.36329,-2.28227
7.36313,-2.28238
7.36296,-2.28249
7.3628,-2.28259
7.36264,-2.2827
7.36248,-2.2828
7.36233,-2.2829
7.36217,-2.283
7.36202,-2.2831
7.36188,-2.2832
7.36173,-2.28329
7.36159,-2.28339
7.36145,-2.28348
7.36131,-2.28357
7.36117,-2.28366
7.36103,-2.28375
7.3609,-2.28384
7.36077,-2.28392
7.36064,-2.28401
7.36052,-2.28409
7.36039,-2.28418
7.36027,-2.28426
7.36015,-2.28434
7.36003,-2.28442
7.35991,-2.2845
7.35979,-2.28457
7.35968,-2.28465
7.35957,-2.28472
